"contents","author","category","star_tweet"
"Since it was cold I wore a trench coat (as Travolta loans his to her). Some thought I was Carmen SanDiego. Wtf?!","@Nikki_Lizabeth","style",
"Gina Rodriguez Will Play The Iconic Carmen Sandiego In An Upcoming Netflix Live-Action Film https://t.co/MRhQ2sUSq0","@BuzzFeedRewind","pop culture",
"Teams are now taking planes, trains and automobiles to travel to Toronto as I tweet! Also if you see Carmen Sandiego please let me know.","@reachforthetop","travel",
"@Zankiewerk I HAVE IT AS AN APP ON MY PHONE. but i played it all the time as a kid! and carmen sandiego and magic school bus. 😍","@loveyourshadows","pop culture",
"How Carmen Sandiego accidentally became an educational game icon https://t.co/QlH3wc7sXP https://t.co/YVQOpmoPE6 #gamedev","@trickgs","inspiration",
"@sunkist7979 what up homie!?! I'm going to get you a fedora like Carmen San Diego","@MIAestateagent","style",
"@DisneylandToday At the Halloween party this year - Mickey told me he found Carmen Sandiego! (Only b/c I don’t have a pic fom when I was 4.) https://t.co/W9ytASJm31","@TalithaRabboni","style",
"TYLER HANSBROUGH WAS EVERYTHING THAT IS GOOD ABOUT COLLEGE BASKETBALL. hahahahahahahahahaahahahaa. that's your go-to?! he traveled more than carmen san diego, but go 'head and live in delusion. https://t.co/5pHkTtJvGm","@3x5","pop culture",
"@darrylayo I have a female friend who owns a red fedora and trenchcoat and wears them both regularly to pretend that she's Carmen Sandiego","@heykidzcomix","style",
"Netflix May Have Found Their 'Carmen Sandiego' And She Comes With Golden Globe Credentials https://t.co/jWb7vV5XvR #SmartNews","@j3abre","pop culture",
"Netflix is betting on ‘90s kids nostalgia for learning with upcoming lineup https://t.co/IkLox6sQBJ https://t.co/ObBq6iNhqG","@FM_Framed","edutainment",
"@janeviIlanueva You do I get so excited when a. New project is announced like carmen sandiego and she's like YES IM SO EZCITED and she goes thank you mama","@janeviIlanueva","pop culture",
"Big recruiting trip to Carlsbad / San Diego! Excited to find future Gamecocks. Maybe I’ll be lucky and find Carmen Sandiego in San Diego lol #LadyInRed #90sKid","@CoachRidge","travel",
"Taking a multi-destination trip definitely makes me feel like Carmen Sandiego","@lheinzen2","travel",
"@seanparnell No, but does ask: If The Australian's FOI Editor leaves Roma St travelling west at 45kmh, where in the world is Carmen Sandiego","@andrew_porter","travel",
"Lem reminds me of Carmen San Diego in that hat and coat or this emoji 🕵 lol But he still looks good #MidnightTexas #RenewMidnightTexas","@kgb5385","style",
"How does Rihanna make Carmen Sandiego look chic, what the heck 😍❤️❤️❤️😍 https://t.co/HsBRt9pU6D","@hjay14","style","x"
"@DeirdreBolton @TeamCavuto @FoxBusiness Do you remember that childrens' educational computer game, ""Where in the world is Carmen Sandiego?"" You look exactly like her in the pic! 😂","@thomas_mcgrane","fashion",
"the only game you could play on the one computer in the classroom was Carmen sandiego #growingupkiwi","@courtevans_","nostalgia",
"@MolotovCupcake Can your Cappy be Carmen Sandiego's hat instead?","@kirbywrites","style",
"""Where In The World Is Rob Ford"" I smell a sequel to the popular educational game ""Where In The World Is Carmen Sandiego?"" #pnpcbc","@TrevorsIdeas","edutainment",
"If it were red I could wear it for a Carmen Sandiego costume. But it's blue-green!","@pantalonesfuego","style",
"“I wear my sunglasses at night”.... in real life tho. • • • 📸: @sankaraxt #WashingtonDC #DMV #CarmenSanDiego @ Washington, District of Columbia https://t.co/RQvIcrYQVK","@IveBeenFancy","style",
"Do I dress as Wednesday Addams or Carmen Sandiego for Halloween? (I have the pieces for both, I’m just indecisive)","@RedHeaded","style",
"@crissles traveling the world with Carmen Sandiego.","@ItzSpartacus","travel",
"@TentacleTongue @SilverpawsRAWR oh it's not a critique! Carmen San Diego was AWESOME. And she had great fashion sense!","@RowanM421","style",
"Achievement unlocked: couples costume! #whereswaldo #carmensandiego… https://t.co/MNMai1WjAT","@bearkosh","style","x"
"@WordsMeanings @sp0ka I’m running around in a yellow trench coat looking like some kind of post-apocalyptic carmen sandiego rn","@quicksilvre","style",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/FkFUCwITFT https://t.co/0uOhwahpQO","@swimmerboy2379","edutainment",
"I was self conscious about wearing a costume but on the way in I saw someone in full Day of the Dead regalia, a Christian monk, and Carmen Sandiego","@Mirrankei","style",
"Who has a bigger fedora Darkwing Duck or Carmen San Diego?","@DJ_Digipig","style",
"the fact that Carmen San Diego was a sleek dresser and never spoke made her a lot more desirable. some of you girls could learn a thing or 2","@mike_sweets","edutainment",
"@Li0ness_LoL @bombsfall 3) underrated is a hard metric. I think I'll throwback to the old Brøderbund Carmen Sandiego games. Learned so much from them.","@Li0ness_LoL","edutainment",
"3 Waldos, 2 Jasons, a gymnast, several robbers, a cop, Carmen SanDiego, The Dude. There's a solid mix of costumes this evening.","@josilicious_","style",
"Oregon Trail and Carmen Sandiego on elementary school computer lab Apple IIe. And Kid Pix on a friend's family's PC. And I think SimLife was the first PC game I got WAAAAY into. https://t.co/ZmekomE1Sz","@alienpigpen","edutainment",
"Carmen Sandiego Returns in a New Educational App https://t.co/pyMWrM2m3n https://t.co/DQadDWB5cp","@AndreajrangelJ","edutainment",
"And if they got on those Carmen Sandiego hats, it's a wrap. The bigger the hat, the less crap they taking! https://t.co/e5anTxUZf6","@busyworksport","style",
"So I was struggle-bussing trying to figure out how to teach geography to middle schoolers this year, and THEN I remembered Carmen Sandiego, so GUESS WHAT WE'LL BE PLAYING IN CLASS ALL YEAR LONG?! #carmensandiego #whereintheworld https://t.co/XpdXD9pWK7","@reindeerteach","edutainment",
"How many ""Where in the World is Carmen Sandiego"" locations have you been to? #travel","@GringoDanD","travel","x"
"@janie that is not the correct color for Carmen SanDiego’s outfit","@webmeadow","style",
"Hide as well as Carmen Sandiego with these travel security tips https://t.co/tmKcypyIrD #travelsecurity #cybersecurity https://t.co/eLHZ44qI1J","@rosedefremery","travel",
"@Marc_Bertrand is that Carmen San Diego's hat?","@poit77","style",
"Very Carmen Sandiego, this lovely red hat and velvet jacket. #Fashion https://t.co/G2jbDzEB3h","@theDreamRabbit","style",
"SNL' Tries Some Edutainment With 'Where In The World Is Kellyanne Conway?' https://t.co/Vxy7ScfcsK https://t.co/giMdRmi2LT","@DietColaNation","pop culture",
"@angelcwrites @Nicole_Cliffe Also I learn to speak like 10 languages while on tour and find/befriend Carmen Sandiego.","@angelcwrites","edutainment",
"You found me! #halloween #carmensandiego #costume #vilenetwork #catchmeifyoucan https://t.co/PEBYEiu3ie","@KristinBridges","style",
"Netflix is learning how to play the franchise game with Carmen Sandiego https://t.co/ftG3qsx3NS via @qz #dfnews","@LeeCaraher","pop culture",
"Ever played any of the Carmen Sandiego games? #gamedev #education #retrogaming https://t.co/4GwkvutAhC","@sjfostersound","edutainment",
"There's a Benjamin Button thing going on between Carmen Sandiego and Dora the Explorer, I just know it.","@BillyDonahoe","pop culture",
"Alas, @smailtronic, I missed the Carmen Sandiego photo op on the bus this morning. But her floppy hat gave her away. #whereintheworld","@DarthSater7","fashion",
"Childhood dream complete !!!! I've been to every place mentioned in the opening song for Where in the World is Carmen Sandiego !!! Almost all through show business bookings. #carmensandiego #whereintheworldisMatthewDiSero #dreams #magician #comedian #traveller","@MattDisero","travel","x"
"Where in the World Is Carmen Sandiego? Becoming a Secret Travel Agent https://t.co/hAZ3JOZWhX","@Un1v3rs0Z3r0","travel",
"Eat your heart out, Carmen San Diego. There is a new world traveller in town!… https://t.co/doz6sTTzCd","@MattBousum","travel",
"Good luck trying to find these guys #WizardWorld #ComicCon #Austin #carmensandiego #whereswaldo #cosplay https://t.co/gjOF0r30XQ","@WizardWorld","style",
"My dream came true. I dressed up as Carmen Sandiego for a Halloween party. I can now die happy","@miss_stmarie","style","x"
"This week's #JJGo features a rare full microphone stand knock-over from me when I learn our guest Ben Gruber worked as a PA on Where In the World Is Carmen Sandiego?","@JesseThorn","pop culture",
"Excitedly told my 18-year-old coworker I'm gonna be Carmen Sandiego for Halloween. Her response? ""Oh...Who's that?"" 😑","@Dananas93","style",
"Carmen San Diego would be a good name for a used car place in socal","@itsgaslit","pop culture",
"@colferbert don't forget the carmen sandiego hat and sunglasses indoors! that was such a good day.","@anannafesto","style",
"I learned world geography from the game show and computer game. https://t.co/s2d8yG6hGk","@MegaMuggins","edutainment",
"Driving from Massachusetts to Michigan. Flight to NYC tomorrow AM #carmensandiego","@TaraReed_","travel","x"
"Went old school this Halloween... #HappyHalloween #carmensandiego #where #Halloween2015 https://t.co/xZjEUZvlFu","@Vanessaaa2","style",
"Nice pic! You might travel more than Carmen Sandiego. https://t.co/KoCBB23aJu","@fargoOLE","travel",
"Carmen San Diego helped me learn names of exotic lands and outsmarted us young sleuths and the lieutenant","@ruega_por_ella","edutainment",
"When you want to be Carmen Sandiego for Halloween but no one knows who that is 🙃","@mula__mulan","style",
"Where on Earth is Carmen Sandiego? ('96) Theme is a Mozart tune w/ lyrics. Beautifully animated, really drew you in. Probably the best adventure/mystery/educational cartoon ever. Carmen was a fantastic villain; charismatic & cool. Gina Rodriguez will play her in a new Netflix one https://t.co/QL2DRPTHni","@bloodyw0nder","edutainment",
"Carmen Sandiego is a freedom fighter who liberates symbols of mankind's achievements from the international corporate monster ""Acme.""","@JohnWAllie","inspiration",
"@unxpectedsparks @jackbanh I don't trust those weirdos from the ""Carmen Sandiego's coat was yellow"" universe.","@dspins","style",
"@RedWhtBlu_USA @MAGA_1958 @FreeNTexas2 @jeffsessions If you want want to use #DJWALDO as a gimmick, trust me when I say Carmen San Diego will find you. Leave my generations hero's out of it! https://t.co/oXhY66ftRC","@wethefreeradio","inspiration",
"The first look of @carmensandiego's new TV show (airing 1/18) is here! https://t.co/N5SNpINLj2 Starting 1/22, you can learn the truth about this elusive international thief in book form, too! https://t.co/sNT3TTmr58 https://t.co/NewlArTbWg","@HMHKids","pop culture",
"What You Learn Hunting Carmen Sandiego Without Google's Help https://t.co/AXbANe8tkh","@Comedy1011","edutainment",
"@HoldOffOnYoHate I've been well. How about you mister? Where in the world are you now? You travel more than Carmen Sandiego. Lol","@BeautifullYanha","travel",
"You don't have to be Carmen Sandiego to travel the world & fulfill your dreams. Good AM. <3 <3","@MellowareBlak35","travel",
"Pretending to be Carmen Sandiego at Hazel Hayes with @jaimeep89's hat! #lovethetron http://t.co/MUTyPXCnHa","@chamfy","style",
"Where in the world is Carmen San Diego?? That is, if my external hard drive were named Carmen San Diego....","@cjhinter","pop culture",
"SNL' Tries Some Edutainment With 'Where In The World Is Kellyanne Conway?' https://t.co/zct8ykf0DZ #Digg","@RealTimeHack","pop culture",
"@DiscordianKitty @GSTalbert @Delafina777 I get more of a Carmen Sandiego vibe. Are you a time traveling super criminal history buff?","@Kuroishi11","travel",
"@JonPonikvar Dressed up like Carmen San Diego. Nice.","@DrakeStudioDEAD","style",
"@Troy75801 @SonofLiberty357 He’s dressed up like Carmen San Diego","@B30wu1f2","style",
"@iamveganlindo wow...international woman of mystery👍🏾 Maybe I should call you the 'Carmen Sandiego' of Africa😉 Enjoy your day. cc @MarkCorke","@SihleDLK","pop culture",
"@mostlybree I dunno, I’m advocating for Carmen Sandiego Was A Hero Generation.","@LorelieBrown","inspiration",
"@DelReid I had an Apple II in elementary school in the 80s. I beat Where in the World is Carmen Sandiego so many times as a latch-key kid.","@BillTooke","nostalgia",
"#LazyFemmeLearnsTricks No. 1: To distract from a wrinkly shirt, wear a badass Carmen San Diego-esque hat.","@ruby_arizona","style",
"@caustically i work in cartoons so im afraid of Not Dressing Up at the studio honestly lmao I threw together a quick Carmen Sandiego but idk if itll fly","@AudreyKare","style",
"what's on today? 👉🏽https://t.co/2ynY1ZH6IH 👈🏽 Carmen Sandiego inspired me 😎 #ootd… https://t.co/OHdhUJUlIC","@rossforastiero","fashion",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/Ubbu7sRRho https://t.co/Zu2NEojWLZ","@happydreams22","edutainment",
"Someone out there please tell me why in the world of Carmen San Diego it is taking over an hour to change my car battery.","@k8dontsk8","pop culture",
"Where in the world is Carmen Sandiego is today's ""Where in the world are my car keys?""","@RossLaRocco","pop culture",
"#LadyGaga Swiped Her Hat And Trench From #CarmenSandiego’s Closet https://t.co/FMf85hLuEc https://t.co/xdTFZ710Vs","@zesty_entertain","style",
"Adieu, Felicia of Carmen San Diego hats!","@karidoll14","style",
"Costume idea for Comic-Con: you and your significant other dress as Carmen Sandiego and Waldo, and walk around the place all day, telling people how happy you've been since you found each other.","@Wh0v1an_4_L1fe","style","x"
"Cookie walking out like Carmen San Diego with this hat on!! #Empire","@qrbrown","style","x"
"Imma let you finish, but Carmen Sandiego is the greatest female video game character of all time https://t.co/4trpjTqBdh via @flipboard","@eddiethatvoguy","feminism",
"@ThatGregMagee I bet you could get dark as hell with Carmen Sandiego. A mysterious woman in red? That's some Jack the Ripper shit.","@bpmatlock","pop culture",
"@BlackGirlNerds @ValerieComplex You can't get much more Latina than the name Carmen Sandiego","@saucissonsec","latina",
"10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational Show Ever https://t.co/0Mqt2l7bfl","@AngraFilm","edutainment",
"@dumbmongreldog @Occoris When they announced they were making a movie a bunch of Lantix people were talking about how awesome she is and how they legit thought she was the hero. Carmen Sandiego is the GOAT","@bigdamnproject","inspiration","x"
"Apparently, @Soembie is the latina version of Carmen San Diego, ""Carmen Santiago"". 😂😂 @overwatchleague https://t.co/OQf8kkE9pC https://t.co/vEdnS3uFhW","@Puban_Games","pop culture",
"Girl: I’m looking for someone stylish, who loves traveling, is a little bad, and always on the move. Me: You just described Carmen Sandiego.","@ChrisCirig","inspiration",
"Carmen Sandiego, my car keys and any Rooster fan who agreed with the courting of Robbie Farah. Everyone start looking.","@eld2_0","pop culture",
"@GeekandSundry @HayleyAtwell the hat shouldn't be red (unless she's >50 & member of http://t.co/QJ9mSe56Qm ;) or Carmen Sandiego) maybe blue","@LadyKorenwolf","style",
"Caleb Daniel's helmet needs to go on a world wide adventure ala Where in the world is Carmen Sandiego. #AFLDogsBlues","@MatthewBeggs","travel",
"@BabyGotBackes Id rather be in the Carmen SanDiego costume","@wingman_901","style",
"I am ""Where In The World Is Carmen San Diego"" taught me geography years old. I am also learned to type really fast in AOL chat rooms until my brother picked up the phone and the dial up internet was ruined years old.","@sarabrains","edutainment",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/kXD7uuslxA https://t.co/NZSltjMqzW","@rickyst_john","edutainment",
"@ddddarby @PortlandDSA Got your Carmen Sandiego hat on, nice.","@jxav","style",
"I was Carmen Sandiego for Halloween once and I really hope a picture of that exists!! (Where in the world is it??? lol)","@ayyyychill","style","x"
"Idk about y’all but one of the most elusive women in my life was Carmen Sandiego. She really might have been the originator of the fly out. This chick was all over the globe!! Shoutout the geography lessons tho","@The_Dubberman","edutainment",
"The Making Of Carmen Sandiego: Making Educational Games Fun- https://t.co/f9K4LbPxb6 check it out !!! #programming #gamedev #indiedev","@patys_prog","edutainment",
"@gdarklighter @LTsEarrings I want to see her in costume take a picture with someone dressed as Carmen Sandiego. Also, I LOVE both outfits!","@Reavyn","style",
"@booboobytes 😍🔥 Classy Carmen Sandiego?? Jessica Rabbit in a hat??","@BlueRisu","style",
"@I_Dont_Know_Her LMAO and also for jacking Carmen San Diego's style?! #WhereIntheWorldisCarmenSanDiegovibes #youindangergirl #dragandgagher","@VetDepot","style",
"I don't care what it cost or how cute you think you look in it - If you wear a red trench coat, I will say you look like Carmen Sandiego.","@samu3lk","style",
"@BlackCatula tbh the only way I'd ever wear a fedora again is if it were a bright red one with a wide rim and a yellow stripe and I was Carmen Sandiego","@BlackCatula","style",
"@soulosophy you travel more than Carmen SanDiego","@MrTweetYoGirl","travel",
"🎶 ""Where in the world is Carmen Sandiego?""❓🌎💋 C'est l'Halloweeeeen! 🎃 #halloween #halloween2015… https://t.co/eRBsH0l57z","@IamAprilMiranda","style",
"#OtherColumbusFinds He found Carmen Sandiego. That chick travels a lot. https://t.co/MTuIr9jiS7","@IamDHop","travel",
"Wearing a pea coat, tried on a hat, accidentally turned into Carmen Sandiego","@aminmier","style","x"
"Where in the world is Carmen Sandiego? Lol sike this is our progress so far #roadtrip http://t.co/CFM1Ijl6Nk","@DameinRay","travel",
"I have 3 trips planned within the next 30 days... Atlanta, LA, Cabo Who tf do I think I am? Carmen San Diego?","@YesMrHoward","travel",
"@RottenTomatoes Haha! I love this! [ Does Dora Explorer grow up to become Carmen Sandiego? ]","@health_legacy","pop culture",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/HDJuPByshF https://t.co/T0yWSmfBS6","@Vishal_Sah7","edutainment",
"In 5th grade, I got a computer. Was really into text adventure games and obviously Carmen Sandiego! 6th grade, I accidentally bought (1)","@MeganDoesNOLA","pop culture",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/2k7B5Q7lRb https://t.co/Lq7ArX7SSp","@quickcarloannow","pop culture",
"@meggymish @epeterd916 @iamisgo11 @IhszNaomi @GuyFawkes1984 @NestorRedux @GoldSaltFlour @NAVYDAWG6119 @TheRogue_Elf @BeccaMick @AV_snarkeyes @ScarilyCheerful @CarrPirateKing @wraithburn @AWGecko @vetjr89 @El__Bohemio @stabyoulots @IntellectShorty @deans0114 @heartsabustin @gr8357 @yourfaveclete @djm1992a @priebjm @secjr112 @camiila_mua @Sheraoftexas @AllanKirkhart @Shrike1988 @EricMertz_KC @bitterclinger4e @NucMM1retired @LadyJessMacBeth @theBaytownsub @StephenLHall @Sjanderson86 @theone20152016 @MrBoTheCat @StacyDmomof5 @JHWalz32 @repub9989 @MeerkatYitz I adored the Carmen Sandiego mythos. I was that kind of geek. There was even choose your own adventure kind of books for her. One time my dad bought me an interactive cassette tape game my family played during a road trip. You’d have to pause and decide an answer with the fam","@GentlemanRascal","travel",
"The First Images of Netflix's Carmen Sandiego Are Here Carmen Sandiego has been found, and she's looking good on Netflix. Gina Rodriguez will make her debut as the new voice of the iconic globe-trotting thief in the new 20-episode... https://t.co/RuJl9gOnJh","@RyanMedina462","pop culture",
"@LanaWWE @RusevBUL I'm always a big fan of Where's Waldo and Carmen Sandiego as a couple costume!","@malecki_jason","waldo",
"This is literally how I learned Carmen Sandiego was the bad guy. https://t.co/bI8vUt8hdS","@melissa_bee","pop culture",
"How fitting that they found each other! #WheresWaldo #CarmenSanDiego #Cosplay #PAXSouth http://t.co/f597ymgQY5","@PractitioNERD","style","x"
"Columbia apparently is now selling costume pieces for what is sure to be a hit this year, “Sexy Carmen Sandiego” https://t.co/MQ1kyRaN4y","@olmec26","style",
"#strengthwithin #travelingyoginista #travel #explore #thailand #raileybeach #krabi #carmensandiego… https://t.co/KBl9rVIFwE","@TravelYoginista","travel",
"-- Edutainment has come a LONG way since Carmen SanDiego... #PS4share #ValiantHearts @Ubisoft http://t.co/wjFcA5V5Un","@TesseractUnfold","edutainment",
"Sometimes I get a strong urge to play ""Where in the world is Carmen San Diego"" circa 1995. I miss the travel agent the most. #90sareallthat","@ealexhancock","pop culture","x"
"Maybe I'll do a Halloween costume this year. Red Reddington. I love Spader but I'm worried I'll come off Carmen SanDiego. @tedge20 @dossy","@Dan_Reisman","style",
"It was Carmen Sandiego Drunk Science!! http://t.co/qAOV2p0k41 http://t.co/GDCd7t4s9k","@jessicalgra","edutainment",
"I found Waldo #Halloween #carmensandiego #whereswaldo #otp #couplescostume @ Ponak's Mexican… https://t.co/hcWKnjyt4N","@WannaBGourmande","pop culture - wando",
"@revolttv Shoutout to Joe for rocking the Carmen Sandiego hat 😂 https://t.co/VYONTubSGI","@mighttalksports","style",
"Guys I found #CarmenSanDiego and she rides my bus. #YesIAskAStrangerforaSelfie #SheSaidIWasFabulous… https://t.co/ooBwOI8OoK","@LEJerni13","fashion",
"I feel like no one knows who Carmen Sandiego is and it's really bothering me because I'm trying to explain my halloween costume to IDIOTS","@Jumbahjackski","style",
"""10 reasons Where in the World Is Carmen Sandiego? was the best educational TV show ever https://t.co/MqGkYjwOI6 https://t.co/e5T8cLflY4""","@PetrinaRigby","edutainment",
"Lucy looking like an old Hollywood cross between Carmen Sandiego and Peggy Carter is precious. #Timeless Props to the costume department. @NBCTimeless","@xiratania","style","x"
"@BR_NBA Carmen Sandiego Traveling around the world.","@Wakbelen","travel",
"@Tibor__ Red hat as in Carmen Sandiego's or the Linux one? If it's Linux one that means assuming the deal goes through, IBM is the red hat. This means it's Watson vs libs. Ppv match in the making!","@Ficusplant","pop culture",
"@SilvaniArt Where In The World Is Carmen Sandiego? Duck Tales Reading Rainbow Mister Rogers Neighborhood Tiny Toon Adventures","@airbornesurfer","pop culture",
"WHERE IN THE WORLD IS CARMEN SAN DIEGO? 🌍📍🔍 #halloween #carmensandiego @ The Brooklyn Hangar https://t.co/WboNyLZrEl","@sstaaceey","style","x"
"My nanny... As I drive her home from the airport today... Modern day Carmen Sandiego... 85 years… http://t.co/snTuPfrVDd","@PatHemsworth","travel",
"@skrzkrk I think only Carmen Sandiego can save the fedora now. Indiana Jones fucked it up by fathering Shia LaBoeuf.","@seraph76","style",
"i wish her red coat was long like carmen sandiego's.","@beckycarman","style",
"Gentlemen, if she: - doesn't text back - wears a red overcoat - works as a criminal mastermind - can never be located she's not your woman. She's Carmen Sandiego.","@Mike_Zacchio","pop culture","x"
"Where in the world is Carmen Sandiego, I mean David Archuleta @DavidArchie? He was spotted on a flight to somewhere about 6 hours ago...hmmm","@Nellie1983","travel",
"@Daviziu Carmen Sandiego is an example of how anything can become a huge successful franchise, if you told the people making the 1985 computer game that there would be several follow up games, three television series, and a live-action two-part edutainment planetarium film, they’d laugh","@_AquaBat","pop culture",
"There's a woman dressed like Carmen Sandiego on this bus. Ask her trivia questions about world geography y/n","@uisgebeatha","fashion",
"Actually, I meant to say that I'm all caught up on Agent Carter! Great show! She reminds me of Carmen Sandiego with the red hat though.","@kayoko1234","style",
"@buckleit Tells it like it was. Tough to live through the transition from CDRom to Internet to Mobile. Long live #broderbundsoftware #edutainment #cdrom #educationalsoftware #learninggames #thelearningcompany @buckleit . https://t.co/ItvfOlCrTU","@nancymacintyre","pop culture",
"My ode to Carmen Sandiego, one of the few franchises in my early days that was feminist, educational, and diverse, and really got me into history & geography.","@saracentury","feminism","x"
"HNews: Where in the World Is Carmen Sandiego? Becoming a Secret Travel Agent https://t.co/m1V7zmjeqy","@tek_news","travel",
"I couldn't tolerate Jay-Z and that rap thing so I foolishly took a nap thinking it was over and i'm sorry because I would have loved to see those Carmen Sandiego costumes.","@Kevunn","style",
"@GrumpyTheology i only learned how because of carmen sandiego as a kid","@priellan","edutainment",
"@TartiiCat They deserve shows like The Pirates of Dark Water, Where On Earth Is Carmen Sandiego, The Real Ghostbusters, Swat Kats, Batman The Animated Series, Gargoyles, etc. To me, these are a step up from shows line Teen Titans GO. Okay, not even close. Maybe a flight of steps.","@Xanaecor","pop culture",
"Someone should get Kanako to cosplay as Carmen Sandiego","@CDGSU","style",
"Lisa and Eileen both look like Where In The World Is Carmen San Diego with those hats. haha #RHOBH","@Realitytea","style",
"A9 cont: My team was talking old school Carmen Sandiego style #gfedchat","@buchhop25","pop culture",
"Walking around in a trench coat today. Call me Carmen San Diego. 💁🏻","@rwhite1031","style","x"
"Bout to pull this Carmen Sandiego costume off like a g 👌🏽","@PaigeTheOG","style",
"Where in the world is Carmen Sandiego? WeHo. She’s in WeHo people. #Halloween https://t.co/fbj7NxbajQ","@JeremyDozier","style",
"I was gonna be Carmen SanDiego for Halloween but her aesthetic is SO strong that I’m thinking of dressing like her all the time. matching wide brim hat & trench. black turtleneck catsuit in case anyone wants to get out of pocket. Practicality and theatricality.","@TorriYatesOrr","style","x"
"Thank you @EW for acknowledging how great a Carmen Sandiego show would be #makeithappen http://t.co/uD40ayP3ri","@DCW1911","pop culture",
"Carmen Sandiego caught at last: Carmen Sandiego's globe-trotting crime spree has finally com... https://t.co/HgVrZIZUvc Via: Destructoid","@GaboArellano4","pop culture",
"I’m bummed that I wasn’t able to travel this year because I had to put more energy towards other areas. This time next year my mood will be “where in the world is Carmen Sandiego.”","@honestasgaston","travel",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/JoUdc31r6D https://t.co/4ml6VmBZCW","@FeelsRightIrl","edutainment",
"@3liza I love the goth Carmen Sandiego hat.","@jaredchase","style",
"destructoid: Imma let you finish, but Carmen Sandiego is the greatest female video game character of all time… https://t.co/jtcGRe7ugO","@GameSitesFeed","feminism",
"Sierra On-Line started back in 1980 when Roberta Williams played Colossal Cave Adventure (yep, the same one that inspired Zork and Carmen Sandiego) and decided to adapt it into a murder mystery with vector art on the Apple II. Her hobby project turned into a blockbuster seller.","@UllerRM","pop culture",
"Seriously, that's like the third time that Where in The World is Carmen Sandiego brought in some time-travel plot.","@Zeshaika","pop culture",
"Where in the World Is Carmen Sandiego? Becoming a Secret Travel Agent https://t.co/kr33ziezmC","@_ScooterNews","travel",
"Westbrook just travel more than Carmen San Diego SMH...","@RealChrisLedoux","travel",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/NS2Hj4g8g3 https://t.co/rpMNFhsh0v","@DrTsRemedies","pop culture",
"Got another check mark on my Halloween costume bucket list!! #poisonivy hanging out with Carmen San Diego and Joker! #halloween #rfdidi #deeliteful #advocarenerd @ Nebraska https://t.co/y1kxya6EKT","@deeliteful_di","style",
"Scandal Season 4 Teaser: Where... Is... Olivia?!?: Sorry, Carmen Sandiego. We don't car... http://t.co/UNZzCNXhfE Press retweet 2share","@freshnews2u","travel",
"Halloween party couple's costume idea: tell friends y'all are going as Waldo and Carmen Sandiego, then just don't show up to the party.","@IsaacKresta","style",
"@AshleyCsanady commence giant Carmen Sandiego hat memes","@Melanie_Paradis","style",
"@laurenspieller What? Okay so I want to laugh at this, but-what? I picture a writer hunched over a lap top in a Carmen SanDiego trench coat and hat like ""They'll never figure this out! Mwahaha. Silly agent will never think to google the fake name or use their search email function! Im a genius!""","@MamaCrazySocks","pop culture",
"@threeforgirls like i remember loving Carmen Sandiego and some other educational Mac/PC games, but RR was my jam","@threeforgirls","edutainment",
"New trending story from People : VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational … https://t.co/ta490TCZlf","@gabrieldecolima","edutainment",
"Also Carmen Sandiego speaks in spanish sometimes and if you think she sounds good in english","@MitsukiZi","pop culture",
"I look like Carmen San Diego BUT today was a fun day at Dillion's Beach! #beach #summerends #roadtrip https://t.co/bjbR5qk3ed","@RFMH411","fashion",
"@BrittanyFurlan looks like #carmensandiego when she wears her #IndianaJones hat","@korO187","style",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/Q1x00ok7sc https://t.co/O35CksUycM","@leSensTeam","edutainment",
"@katereadsbks If this isn't a Catch Me If You Can / Carmen Sandiego style story where Hillary is a jet-setting high-level thief leading law enforcement on a tense but respectful game of cat-and-mouse, then I will be disappointed.","@martsendo","style",
"@Iesha_Jewel since you travel like Carmen Sandiego. 😒","@CharliieHustle","travel",
"@JonPonikvar Very nice cosplay! I remembered playing Where in the World is Carmen Sandiego when I was a kid, not only was it kinda fun (and a bit funny)...I had a slight crush on Carmen back then. 😆","@LaneFurno","style",
"Carmen Sandiego Returns in a New Educational App https://t.co/zECSvdti5N https://t.co/uVExqOvuKa","@nicolerlinder3","edutainment",
"@MrTrashWheel My contact was behind me in a suit followed by Carmen Sandiego in a lab coat. ""Name?"" a man at the door asked with disinterest.","@MrTrashWheel","style",
"In elementary school, I was more of a Kid Pix over everything kind of child. BECAUSE I'M CREATIVE & HATE GUESSING WHERE CARMEN SANDIEGO IS.","@meganphosho","edutainment",
